0.46,0.6363636363636365,0.24242424242424243,0.0,0.45833333333333326,0.3736263736263737
0.15,0.8409090909090909,0.8181818181818182,0.0,0.8194444444444443,0.5604395604395606
0.41,0.7840909090909091,0.6212121212121212,0.0,0.6527777777777778,0.4945054945054945
0.67,0.5795454545454546,0.24242424242424243,0.0,0.5694444444444443,0.6483516483516484
0.25,0.7613636363636365,0.9696969696969696,0.0,0.7916666666666666,0.5164835164835165
0.44,0.3863636363636364,0.06060606060606061,0.0,0.3472222222222222,0.3516483516483517
0.46,0.3863636363636364,0.40909090909090906,0.0,0.38888888888888884,0.3736263736263737
0.37,0.18181818181818185,0.28787878787878785,0.0,0.5277777777777778,0.2637362637362638
0.37,0.4772727272727273,0.0,0.0,0.5694444444444443,0.2637362637362638
0.28,0.7159090909090909,0.6818181818181818,0.0,0.6805555555555556,0.4175824175824176
0.37,0.6704545454545455,0.5606060606060606,0.0,0.36111111111111105,0.4285714285714286
0.74,0.13636363636363638,0.28787878787878785,0.0,0.6527777777777778,0.7362637362637363
0.42,0.8409090909090909,0.3484848484848484,0.0,0.4722222222222222,0.5934065934065934
0.82,0.6704545454545455,0.48484848484848486,0.0,0.5416666666666667,0.8461538461538463
0.75,0.44318181818181823,0.25757575757575757,0.0,0.5,0.7582417582417583
0.35,0.7500000000000001,0.712121212121212,0.0,0.3472222222222222,0.5164835164835165
0.43,0.3863636363636364,0.2727272727272727,0.0,0.3472222222222222,0.3406593406593407
0.39,0.8068181818181819,0.712121212121212,0.0,0.33333333333333337,0.5604395604395606
0.39,0.1931818181818182,0.2272727272727273,0.0,0.513888888888889,0.2967032967032967
0.39,0.04545454545454546,0.10606060606060602,0.0,0.3472222222222222,0.2857142857142857
0.42,0.31818181818181823,0.21212121212121215,0.0,0.4722222222222222,0.3296703296703297
0.28,0.4318181818181819,0.030303030303030276,0.0,0.5277777777777778,0.14285714285714288
0.84,0.7159090909090909,0.3484848484848484,0.0,0.48611111111111116,0.8681318681318682
0.43,0.39772727272727276,0.1969696969696969,0.0,0.19444444444444442,0.3406593406593407
0.4,0.27272727272727276,0.1515151515151515,0.0,0.3055555555555556,0.2967032967032967
0.36,0.8068181818181819,0.712121212121212,0.0,0.7222222222222223,0.4395604395604396
0.75,0.8636363636363638,0.712121212121212,0.0,0.4722222222222222,0.7472527472527473
